wavelength,x,y
619,0.689426303028,0.310414011286
620,0.691503972962,0.308342260557
621,0.693489634973,0.306365690818
622,0.695388638102,0.304478555200
623,0.697205569779,0.302675072704
624,0.698943910386,0.300950424979
625,0.700606060606,0.299300699301
626,0.702192588541,0.297724511863
627,0.703708691019,0.296217118054
628,0.705162853424,0.294770292086
629,0.706563246694,0.293376153173
630,0.707917791622,0.292027108935
631,0.709230985414,0.290718622165
632,0.710500394495,0.289452941203
633,0.711724146175,0.288232104799
634,0.712901231130,0.287057320364
635,0.714031597117,0.285928873546
636,0.715117053483,0.284845106129
637,0.716159198599,0.283804449182
638,0.717158613642,0.282806411931
639,0.718116142602,0.281850256563
640,0.719032941630,0.280934951519
641,0.719911552942,0.280058078207
642,0.720752706640,0.279218959823
643,0.721554522487,0.278419514685
644,0.722314915560,0.277661870368
645,0.723031602573,0.276948357748
646,0.723701916040,0.276281836244
647,0.724328018926,0.275660074921
648,0.724914405134,0.275078184055
649,0.725466776098,0.274529977978
650,0.725992317542,0.274007682458
651,0.726494726714,0.273505273286
652,0.726974970469,0.273025029531
653,0.727431838038,0.272568161962
654,0.727864310793,0.272135689207
655,0.728271728272,0.271728271728
656,0.728656487100,0.271343512900
657,0.729020030309,0.270979969691
658,0.729360950695,0.270639049305
659,0.729677783238,0.270322216762
660,0.729969012838,0.270030987162
661,0.730233949141,0.269766050859
662,0.730474165302,0.269525834698
663,0.730693306724,0.269306693276
664,0.730896252243,0.269103747757
665,0.731089395585,0.268910604415
666,0.731279635919,0.268720364081
667,0.731467050901,0.268532949099
668,0.731649970922,0.268350029078
669,0.731826333485,0.268173666515
670,0.731993299832,0.268006700168
671,0.732150422162,0.267849577838
672,0.732299831085,0.267700168915
673,0.732442822871,0.267557177129
674,0.732581493590,0.267418506410
675,0.732718894009,0.267281105991
676,0.732858647268,0.267141352732
677,0.733000205253,0.266999794747
678,0.733141671137,0.266858328863
679,0.733281178935,0.266718821065
680,0.733416967226,0.266583032774
681,0.733550585848,0.266449414152
682,0.733683296436,0.266316703564
683,0.733812716688,0.266187283312
684,0.733935690314,0.266064309686
685,0.734047300312,0.265952699688
686,0.734142556897,0.265857443103
687,0.734221470251,0.265778529749
688,0.734286446367,0.265713553633
689,0.734340919959,0.265659080041
690,0.734390164995,0.265609835005
691,0.734437712656,0.265562287344
692,0.734482170411,0.265517829589
693,0.734522930552,0.265477069448
694,0.734559518422,0.265440481578
695,0.734591661643,0.265408338357
696,0.734621094713,0.265378905287
697,0.734648896836,0.265351103164
698,0.734673378011,0.265326621989
699,0.734690045444,0.265309954556
700,0.734690023258,0.265309976742
701,0.734689987139,0.265310012861
702,0.734690006501,0.265309993499
703,0.734690006621,0.265309993379
704,0.734689997339,0.265310002661
705,0.734690010323,0.265309989677
706,0.734690001780,0.265309998220
707,0.734689989928,0.265310010072
708,0.734689997525,0.265310002475
709,0.734690015028,0.265309984972
710,0.734689988233,0.265310011767
711,0.734690013992,0.265309986008
712,0.734690016799,0.265309983201
713,0.734689987311,0.265310012689
714,0.734689992515,0.265310007485
715,0.734690013707,0.265309986293
716,0.734690017590,0.265309982410
717,0.734690003074,0.265309996926
718,0.734689983373,0.265310016627
719,0.734689976107,0.265310023893
720,0.734690004148,0.265309995852
721,0.734689987681,0.265310012319
722,0.734689974354,0.265310025646
723,0.734689984824,0.265310015176
724,0.734689956809,0.265310043191
725,0.734689999606,0.265310000394
726,0.734689976447,0.265310023553
727,0.734689955410,0.265310044590
728,0.734690030032,0.265309969968
729,0.734689978026,0.265310021974
730,0.734689952045,0.265310047955
731,0.734690033025,0.265309966975
732,0.734689957920,0.265310042080
733,0.734689940400,0.265310059600
734,0.734690083271,0.265309916729
735,0.734689992493,0.265310007507
736,0.734689993263,0.265310006737
737,0.734690004103,0.265309995897
738,0.734689988466,0.265310011534
739,0.734689997004,0.265310002996
740,0.734690005713,0.265309994287
741,0.734690001061,0.265309998939
742,0.734689986019,0.265310013981
743,0.734690003235,0.265309996765
744,0.734689985971,0.265310014029
745,0.734690000159,0.265309999841
746,0.734689987259,0.265310012741
747,0.734690004447,0.265309995553
748,0.734689986054,0.265310013946
749,0.734690022446,0.265309977554
750,0.734690010703,0.265309989297
751,0.734689995520,0.265310004480
752,0.734690031650,0.265309968350
753,0.734690017036,0.265309982964
754,0.734690020185,0.265309979815
755,0.734690001849,0.265309998151
756,0.734689969924,0.265310030076
757,0.734690021474,0.265309978526
758,0.734689988508,0.265310011492
759,0.734690010941,0.265309989059
760,0.734689952045,0.265310047955
761,0.734689958512,0.265310041488
762,0.734690051944,0.265309948056
763,0.734689987703,0.265310012297
764,0.734689955550,0.265310044450
765,0.734689918843,0.265310081157
766,0.734690053566,0.265309946434
767,0.734690090429,0.265309909571
768,0.734690006318,0.265309993682
769,0.734689993716,0.265310006284
770,0.734689998971,0.265310001029
771,0.734690003046,0.265309996954
772,0.734690012659,0.265309987341
773,0.734689987869,0.265310012131
774,0.734690008120,0.265309991880
775,0.734689985248,0.265310014752
776,0.734690001171,0.265309998829
777,0.734689986762,0.265310013238
778,0.734690009355,0.265309990645
779,0.734689991422,0.265310008578
780,0.734689983742,0.265310016258
781,0.734690022026,0.265309977974
782,0.734689973773,0.265310026227
783,0.734690000588,0.265309999412
784,0.734690003435,0.265309996565
785,0.734689985248,0.265310014752
786,0.734689998743,0.265310001257
787,0.734689968814,0.265310031186
788,0.734690000859,0.265309999141
789,0.734690032239,0.265309967761
790,0.734689953954,0.265310046046
791,0.734689962693,0.265310037307
792,0.734690021978,0.265309978022
793,0.734689997973,0.265310002027
794,0.734690021714,0.265309978286
795,0.734689974603,0.265310025397
796,0.734690071105,0.265309928895
797,0.734690038597,0.265309961403
798,0.734690072330,0.265309927670
799,0.734689945925,0.265310054075
800,0.734689988020,0.265310011980
801,0.734690003519,0.265309996481
802,0.734690008018,0.265309991982
803,0.734690004773,0.265309995227
804,0.734689992552,0.265310007448
805,0.734689990779,0.265310009221
806,0.734689991319,0.265310008681
807,0.734690014719,0.265309985281
808,0.734689992877,0.265310007123
809,0.734689991099,0.265310008901
810,0.734689997845,0.265310002155
811,0.734690013289,0.265309986711
812,0.734690010611,0.265309989389
813,0.734690017050,0.265309982950
814,0.734689990304,0.265310009696
815,0.734690009460,0.265309990540
816,0.734689975483,0.265310024517
817,0.734689971329,0.265310028671
818,0.734689997544,0.265310002456
819,0.734690021687,0.265309978313
820,0.734689984287,0.265310015713
821,0.734689996083,0.265310003917
822,0.734689991697,0.265310008303
823,0.734690001310,0.265309998690
824,0.734690007753,0.265309992247
825,0.734689969847,0.265310030153
826,0.734690011931,0.265309988069
827,0.734689997119,0.265310002881
828,0.734690044344,0.265309955656
829,0.734690058679,0.265309941321
830,0.734689958783,0.265310041217
